date,reference_entity,ticker,sector,adjusted_close
2024-09-16,Citigroup,C,Financials,56.31
2024-09-17,Citigroup,C,Financials,57.18
2024-09-18,Citigroup,C,Financials,57.77
2024-09-19,Citigroup,C,Financials,60.78
2024-09-20,Citigroup,C,Financials,59.93
2024-09-23,Citigroup,C,Financials,60.36
2024-09-24,Citigroup,C,Financials,59.19
2024-09-25,Citigroup,C,Financials,58.23
2024-09-26,Citigroup,C,Financials,59.52
2024-09-27,Citigroup,C,Financials,59.67
2024-09-30,Citigroup,C,Financials,60.37
2024-10-01,Citigroup,C,Financials,59.61
2024-10-02,Citigroup,C,Financials,59.83
2024-10-03,Citigroup,C,Financials,59.13
2024-10-04,Citigroup,C,Financials,60.41
2024-10-07,Citigroup,C,Financials,60.37
2024-10-08,Citigroup,C,Financials,60.99
2024-10-09,Citigroup,C,Financials,61.84
2024-10-10,Citigroup,C,Financials,61.22
2024-10-11,Citigroup,C,Financials,63.4
2024-10-14,Citigroup,C,Financials,63.66
2024-10-15,Citigroup,C,Financials,60.41
2024-10-16,Citigroup,C,Financials,61.97
2024-10-17,Citigroup,C,Financials,61.7
2024-10-18,Citigroup,C,Financials,60.62
2024-10-21,Citigroup,C,Financials,59.63
2024-10-22,Citigroup,C,Financials,61.3
2024-10-23,Citigroup,C,Financials,60.86
2024-10-24,Citigroup,C,Financials,60.76
2024-10-25,Citigroup,C,Financials,59.56
2024-10-28,Citigroup,C,Financials,61.88
2024-10-29,Citigroup,C,Financials,62.39
2024-10-30,Citigroup,C,Financials,62.21
2024-10-31,Citigroup,C,Financials,61.89
2024-11-01,Citigroup,C,Financials,61.45
2024-11-04,Citigroup,C,Financials,60.67
2024-11-05,Citigroup,C,Financials,61.95
2024-11-06,Citigroup,C,Financials,67.17
2024-11-07,Citigroup,C,Financials,66.27
2024-11-08,Citigroup,C,Financials,66.78
2024-11-11,Citigroup,C,Financials,67.92
2024-11-12,Citigroup,C,Financials,67.16
2024-11-13,Citigroup,C,Financials,67.03
2024-11-14,Citigroup,C,Financials,66.31
2024-11-15,Citigroup,C,Financials,66.9
2024-11-18,Citigroup,C,Financials,67.14
2024-11-19,Citigroup,C,Financials,66.75
2024-11-20,Citigroup,C,Financials,66.44
2024-11-21,Citigroup,C,Financials,67.09
2024-11-22,Citigroup,C,Financials,67.95
2024-11-25,Citigroup,C,Financials,68.84
2024-11-26,Citigroup,C,Financials,67.87
2024-11-27,Citigroup,C,Financials,68.27
2024-11-29,Citigroup,C,Financials,68.96
2024-12-02,Citigroup,C,Financials,69.46
2024-12-03,Citigroup,C,Financials,69.49
2024-12-04,Citigroup,C,Financials,69.57
2024-12-05,Citigroup,C,Financials,70.28
2024-12-06,Citigroup,C,Financials,70.2
2024-12-09,Citigroup,C,Financials,69.92
2024-12-10,Citigroup,C,Financials,70.54
2024-12-11,Citigroup,C,Financials,70.02
2024-12-12,Citigroup,C,Financials,69.5
2024-12-13,Citigroup,C,Financials,69.09
2024-12-16,Citigroup,C,Financials,69.56
2024-12-17,Citigroup,C,Financials,69.2
2024-12-18,Citigroup,C,Financials,66.28
2024-12-19,Citigroup,C,Financials,66.57
2024-12-20,Citigroup,C,Financials,67.32
2024-12-23,Citigroup,C,Financials,67.89
2024-12-24,Citigroup,C,Financials,69.08
2024-12-26,Citigroup,C,Financials,69.42
2024-12-27,Citigroup,C,Financials,69.08
2024-12-30,Citigroup,C,Financials,68.49
2024-12-31,Citigroup,C,Financials,68.49
2025-01-02,Citigroup,C,Financials,68.05
2025-01-03,Citigroup,C,Financials,69.08
2025-01-06,Citigroup,C,Financials,70.78
2025-01-07,Citigroup,C,Financials,71.69
2025-01-08,Citigroup,C,Financials,71.28
2025-01-10,Citigroup,C,Financials,69.47
2025-01-13,Citigroup,C,Financials,70.81
2025-01-14,Citigroup,C,Financials,71.52
2025-01-15,Citigroup,C,Financials,76.16
2025-01-16,Citigroup,C,Financials,76.39
2025-01-17,Citigroup,C,Financials,77.83
2025-01-21,Citigroup,C,Financials,79.47
2025-01-22,Citigroup,C,Financials,79.48
2025-01-23,Citigroup,C,Financials,79.77
2025-01-24,Citigroup,C,Financials,79.28
2025-01-27,Citigroup,C,Financials,78.88
2025-01-28,Citigroup,C,Financials,77.78
2025-01-29,Citigroup,C,Financials,78.45
2025-01-30,Citigroup,C,Financials,79.65
2025-01-31,Citigroup,C,Financials,79.23
2025-02-03,Citigroup,C,Financials,78.0
2025-02-04,Citigroup,C,Financials,76.89
2025-02-05,Citigroup,C,Financials,77.85
2025-02-06,Citigroup,C,Financials,80.66
2025-02-07,Citigroup,C,Financials,80.06
2025-02-10,Citigroup,C,Financials,79.09
2025-02-11,Citigroup,C,Financials,79.47
2025-02-12,Citigroup,C,Financials,79.62
2025-02-13,Citigroup,C,Financials,80.44
2025-02-14,Citigroup,C,Financials,82.9
2025-02-18,Citigroup,C,Financials,82.92
2025-02-19,Citigroup,C,Financials,82.24
2025-02-20,Citigroup,C,Financials,79.69
2025-02-21,Citigroup,C,Financials,78.04
2025-02-24,Citigroup,C,Financials,76.95
2025-02-25,Citigroup,C,Financials,76.56
2025-02-26,Citigroup,C,Financials,77.47
2025-02-27,Citigroup,C,Financials,77.27
2025-02-28,Citigroup,C,Financials,78.33
2025-03-03,Citigroup,C,Financials,75.61
2025-03-04,Citigroup,C,Financials,70.88
2025-03-05,Citigroup,C,Financials,71.48
2025-03-06,Citigroup,C,Financials,69.15
2025-03-07,Citigroup,C,Financials,69.03
2025-03-10,Citigroup,C,Financials,66.04
2025-03-11,Citigroup,C,Financials,66.13
2025-03-12,Citigroup,C,Financials,66.57
2025-03-13,Citigroup,C,Financials,65.87
2025-03-14,Citigroup,C,Financials,67.39
2025-03-17,Citigroup,C,Financials,68.52
2025-03-18,Citigroup,C,Financials,68.8
2025-03-19,Citigroup,C,Financials,69.99
2025-03-20,Citigroup,C,Financials,70.37
2025-03-21,Citigroup,C,Financials,70.52
2025-03-24,Citigroup,C,Financials,72.54
2025-03-25,Citigroup,C,Financials,72.96
2025-03-26,Citigroup,C,Financials,71.76
2025-03-27,Citigroup,C,Financials,70.39
2025-03-28,Citigroup,C,Financials,68.91
2025-03-31,Citigroup,C,Financials,69.55
2025-04-01,Citigroup,C,Financials,69.11
2025-04-02,Citigroup,C,Financials,70.31
2025-04-03,Citigroup,C,Financials,61.77
2025-04-04,Citigroup,C,Financials,56.95
2025-04-07,Citigroup,C,Financials,57.66
2025-04-08,Citigroup,C,Financials,57.58
2025-04-09,Citigroup,C,Financials,62.85
2025-04-10,Citigroup,C,Financials,60.34
2025-04-11,Citigroup,C,Financials,60.39
2025-04-14,Citigroup,C,Financials,61.94
2025-04-15,Citigroup,C,Financials,63.03
2025-04-16,Citigroup,C,Financials,60.84
2025-04-17,Citigroup,C,Financials,61.97
2025-04-21,Citigroup,C,Financials,61.42
2025-04-22,Citigroup,C,Financials,63.24
2025-04-23,Citigroup,C,Financials,64.96
2025-04-24,Citigroup,C,Financials,66.78
2025-04-25,Citigroup,C,Financials,67.04
2025-04-28,Citigroup,C,Financials,66.9
2025-04-29,Citigroup,C,Financials,67.48
2025-04-30,Citigroup,C,Financials,66.99
2025-05-01,Citigroup,C,Financials,66.76
2025-05-02,Citigroup,C,Financials,69.16
2025-05-05,Citigroup,C,Financials,69.37
2025-05-06,Citigroup,C,Financials,68.61
2025-05-07,Citigroup,C,Financials,69.38
2025-05-08,Citigroup,C,Financials,70.75
2025-05-09,Citigroup,C,Financials,70.56
2025-05-12,Citigroup,C,Financials,73.98
2025-05-13,Citigroup,C,Financials,74.63
2025-05-14,Citigroup,C,Financials,74.35
2025-05-15,Citigroup,C,Financials,75.02
2025-05-16,Citigroup,C,Financials,74.78
2025-05-19,Citigroup,C,Financials,75.18
2025-05-20,Citigroup,C,Financials,74.96
2025-05-21,Citigroup,C,Financials,72.51
2025-05-22,Citigroup,C,Financials,72.51
2025-05-23,Citigroup,C,Financials,72.18
2025-05-27,Citigroup,C,Financials,74.53
2025-05-28,Citigroup,C,Financials,74.1
2025-05-29,Citigroup,C,Financials,74.59
2025-05-30,Citigroup,C,Financials,74.38
2025-06-02,Citigroup,C,Financials,74.86
2025-06-03,Citigroup,C,Financials,75.58
2025-06-04,Citigroup,C,Financials,75.45
2025-06-05,Citigroup,C,Financials,75.72
2025-06-06,Citigroup,C,Financials,77.29
2025-06-09,Citigroup,C,Financials,77.2
2025-06-10,Citigroup,C,Financials,77.06
2025-06-11,Citigroup,C,Financials,77.41
2025-06-12,Citigroup,C,Financials,77.26
2025-06-13,Citigroup,C,Financials,75.41
2025-06-16,Citigroup,C,Financials,77.1
2025-06-17,Citigroup,C,Financials,76.4
2025-06-18,Citigroup,C,Financials,77.38
2025-06-20,Citigroup,C,Financials,77.48
2025-06-23,Citigroup,C,Financials,78.37
2025-06-24,Citigroup,C,Financials,80.13
2025-06-25,Citigroup,C,Financials,81.6
2025-06-26,Citigroup,C,Financials,83.32
2025-06-27,Citigroup,C,Financials,83.33
2025-06-30,Citigroup,C,Financials,84.06
2025-07-01,Citigroup,C,Financials,85.2
2025-07-02,Citigroup,C,Financials,85.68
2025-07-03,Citigroup,C,Financials,87.62
2025-07-07,Citigroup,C,Financials,86.51
2025-07-08,Citigroup,C,Financials,84.51
2025-07-09,Citigroup,C,Financials,84.72
2025-07-10,Citigroup,C,Financials,86.0
2025-07-11,Citigroup,C,Financials,85.65
2025-07-14,Citigroup,C,Financials,86.41
2025-07-15,Citigroup,C,Financials,89.59
2025-07-16,Citigroup,C,Financials,88.9
2025-07-17,Citigroup,C,Financials,91.93
2025-07-18,Citigroup,C,Financials,92.29
2025-07-21,Citigroup,C,Financials,91.5
2025-07-22,Citigroup,C,Financials,92.83
2025-07-23,Citigroup,C,Financials,94.8
2025-07-24,Citigroup,C,Financials,94.21
2025-07-25,Citigroup,C,Financials,94.88
2025-07-28,Citigroup,C,Financials,94.36
2025-07-29,Citigroup,C,Financials,93.31
2025-07-30,Citigroup,C,Financials,94.62
2025-07-31,Citigroup,C,Financials,92.54
2025-08-01,Citigroup,C,Financials,90.69
2025-08-04,Citigroup,C,Financials,91.53
2025-08-05,Citigroup,C,Financials,90.98
2025-08-06,Citigroup,C,Financials,91.68
2025-08-07,Citigroup,C,Financials,90.69
2025-08-08,Citigroup,C,Financials,92.18
2025-08-11,Citigroup,C,Financials,91.76
2025-08-12,Citigroup,C,Financials,95.17
2025-08-13,Citigroup,C,Financials,94.09
2025-08-14,Citigroup,C,Financials,94.89
2025-08-15,Citigroup,C,Financials,93.13
2025-08-18,Citigroup,C,Financials,93.66
2025-08-19,Citigroup,C,Financials,93.18
2025-08-20,Citigroup,C,Financials,92.62
2025-08-21,Citigroup,C,Financials,92.04
2025-08-22,Citigroup,C,Financials,94.7
2025-08-25,Citigroup,C,Financials,94.44
2025-08-26,Citigroup,C,Financials,95.15
2025-08-27,Citigroup,C,Financials,96.3
2025-08-28,Citigroup,C,Financials,96.25
2025-08-29,Citigroup,C,Financials,96.0
2025-09-02,Citigroup,C,Financials,94.22
2025-09-03,Citigroup,C,Financials,94.47
2025-09-04,Citigroup,C,Financials,96.5
2025-09-05,Citigroup,C,Financials,94.83
2025-09-08,Citigroup,C,Financials,95.3
2025-09-09,Citigroup,C,Financials,96.76
2025-09-10,Citigroup,C,Financials,96.59
2025-09-11,Citigroup,C,Financials,98.23
2025-09-12,Citigroup,C,Financials,98.85
2025-09-15,Citigroup,C,Financials,99.2
2025-09-16,Citigroup,C,Financials,100.04
2025-09-17,Citigroup,C,Financials,101.16
2025-09-18,Citigroup,C,Financials,101.8
2025-09-19,Citigroup,C,Financials,102.07
2025-09-22,Citigroup,C,Financials,102.88
2025-09-23,Citigroup,C,Financials,102.39
2025-09-24,Citigroup,C,Financials,101.05
2025-09-25,Citigroup,C,Financials,101.5
2025-09-26,Citigroup,C,Financials,102.81
2025-09-29,Citigroup,C,Financials,102.55
2025-09-30,Citigroup,C,Financials,100.9
2025-10-01,Citigroup,C,Financials,98.12
2025-10-02,Citigroup,C,Financials,96.76
2025-10-03,Citigroup,C,Financials,97.16
2025-10-06,Citigroup,C,Financials,97.47
2025-10-07,Citigroup,C,Financials,97.22
2025-10-08,Citigroup,C,Financials,96.13
2025-10-09,Citigroup,C,Financials,95.35
2025-10-10,Citigroup,C,Financials,93.37
2025-10-13,Citigroup,C,Financials,95.53
2025-10-14,Citigroup,C,Financials,99.25
2025-10-15,Citigroup,C,Financials,99.19
2025-10-16,Citigroup,C,Financials,95.69
2025-10-17,Citigroup,C,Financials,96.49
2025-10-20,Citigroup,C,Financials,98.71
2025-10-21,Citigroup,C,Financials,97.67
2025-10-22,Citigroup,C,Financials,95.73
2025-10-23,Citigroup,C,Financials,96.12
2025-10-24,Citigroup,C,Financials,98.19
2025-10-27,Citigroup,C,Financials,100.39
2025-10-28,Citigroup,C,Financials,100.79
2025-10-29,Citigroup,C,Financials,98.53
2025-10-30,Citigroup,C,Financials,99.63
2025-10-31,Citigroup,C,Financials,100.63
2025-11-03,Citigroup,C,Financials,101.61
2025-11-04,Citigroup,C,Financials,101.01
2025-11-05,Citigroup,C,Financials,101.69
2025-11-06,Citigroup,C,Financials,100.85
2025-11-07,Citigroup,C,Financials,100.79
2025-11-10,Citigroup,C,Financials,101.49
2025-11-11,Citigroup,C,Financials,100.76
2025-11-12,Citigroup,C,Financials,102.87
2025-11-13,Citigroup,C,Financials,100.67
2025-11-14,Citigroup,C,Financials,100.3
2025-11-17,Citigroup,C,Financials,98.19
2025-11-18,Citigroup,C,Financials,98.32
2025-11-19,Citigroup,C,Financials,99.83
2025-11-20,Citigroup,C,Financials,97.63
2025-11-21,Citigroup,C,Financials,98.7
2025-11-24,Citigroup,C,Financials,99.69
2025-11-25,Citigroup,C,Financials,101.17
2025-11-26,Citigroup,C,Financials,102.5
2025-11-28,Citigroup,C,Financials,103.6
2025-12-01,Citigroup,C,Financials,102.68
2025-12-02,Citigroup,C,Financials,103.19
2025-12-03,Citigroup,C,Financials,106.72
2025-12-04,Citigroup,C,Financials,107.79
2025-12-05,Citigroup,C,Financials,108.88
2025-12-08,Citigroup,C,Financials,108.92
2025-12-09,Citigroup,C,Financials,109.43
2025-12-10,Citigroup,C,Financials,111.09
2025-12-11,Citigroup,C,Financials,111.74
2025-12-12,Citigroup,C,Financials,111.8
2025-12-15,Citigroup,C,Financials,112.8
2025-12-16,Citigroup,C,Financials,111.28
2025-12-17,Citigroup,C,Financials,111.46
2025-12-18,Citigroup,C,Financials,112.83
2025-12-19,Citigroup,C,Financials,114.86
2025-12-22,Citigroup,C,Financials,118.09
2025-12-23,Citigroup,C,Financials,119.4
2025-12-24,Citigroup,C,Financials,121.56
2025-12-26,Citigroup,C,Financials,120.42
2025-12-29,Citigroup,C,Financials,118.13
2025-12-30,Citigroup,C,Financials,117.21
2025-12-31,Citigroup,C,Financials,116.69
2026-01-02,Citigroup,C,Financials,118.7
2026-01-05,Citigroup,C,Financials,123.3
2026-01-06,Citigroup,C,Financials,122.5
2026-01-07,Citigroup,C,Financials,121.37
2026-01-08,Citigroup,C,Financials,120.6
2026-01-09,Citigroup,C,Financials,121.32
2026-01-12,Citigroup,C,Financials,117.7
2026-01-13,Citigroup,C,Financials,116.3
2026-01-14,Citigroup,C,Financials,112.41
2026-01-15,Citigroup,C,Financials,117.46
2026-01-16,Citigroup,C,Financials,118.04
2024-01-22,Chevron,CVX,Energy,130.55
2024-01-23,Chevron,CVX,Energy,130.19
2024-01-24,Chevron,CVX,Energy,132.78
2024-01-25,Chevron,CVX,Energy,136.12
2024-01-26,Chevron,CVX,Energy,136.65
2024-01-29,Chevron,CVX,Energy,136.59
2024-01-30,Chevron,CVX,Energy,137.54
2024-01-31,Chevron,CVX,Energy,135.08
2024-02-01,Chevron,CVX,Energy,135.5
2024-02-02,Chevron,CVX,Energy,139.49
2024-02-05,Chevron,CVX,Energy,139.57
2024-02-06,Chevron,CVX,Energy,139.59
2024-02-07,Chevron,CVX,Energy,139.39
2024-02-08,Chevron,CVX,Energy,141.15
2024-02-09,Chevron,CVX,Energy,138.39
2024-02-12,Chevron,CVX,Energy,139.34
2024-02-13,Chevron,CVX,Energy,137.98
2024-02-14,Chevron,CVX,Energy,138.36
2024-02-15,Chevron,CVX,Energy,143.06
2024-02-16,Chevron,CVX,Energy,143.22
2024-02-20,Chevron,CVX,Energy,142.64
2024-02-21,Chevron,CVX,Energy,143.97
2024-02-22,Chevron,CVX,Energy,143.96
2024-02-23,Chevron,CVX,Energy,143.25
2024-02-26,Chevron,CVX,Energy,143.06
2024-02-27,Chevron,CVX,Energy,140.93
2024-02-28,Chevron,CVX,Energy,141.1
2024-02-29,Chevron,CVX,Energy,140.8
2024-03-01,Chevron,CVX,Energy,141.54
2024-03-04,Chevron,CVX,Energy,137.9
2024-03-05,Chevron,CVX,Energy,138.55
2024-03-06,Chevron,CVX,Energy,137.39
2024-03-07,Chevron,CVX,Energy,138.35
2024-03-08,Chevron,CVX,Energy,138.82
2024-03-11,Chevron,CVX,Energy,140.79
2024-03-12,Chevron,CVX,Energy,140.68
2024-03-13,Chevron,CVX,Energy,142.54
2024-03-14,Chevron,CVX,Energy,144.21
2024-03-15,Chevron,CVX,Energy,144.07
2024-03-18,Chevron,CVX,Energy,143.94
2024-03-19,Chevron,CVX,Energy,145.06
2024-03-20,Chevron,CVX,Energy,143.15
2024-03-21,Chevron,CVX,Energy,143.43
2024-03-22,Chevron,CVX,Energy,143.25
2024-03-25,Chevron,CVX,Energy,144.93
2024-03-26,Chevron,CVX,Energy,143.81
2024-03-27,Chevron,CVX,Energy,144.81
2024-03-28,Chevron,CVX,Energy,146.1
2024-04-01,Chevron,CVX,Energy,147.34
2024-04-02,Chevron,CVX,Energy,147.99
2024-04-03,Chevron,CVX,Energy,148.6
2024-04-04,Chevron,CVX,Energy,148.83
2024-04-05,Chevron,CVX,Energy,149.68
2024-04-08,Chevron,CVX,Energy,149.37
2024-04-09,Chevron,CVX,Energy,150.05
2024-04-10,Chevron,CVX,Energy,150.67
2024-04-11,Chevron,CVX,Energy,149.95
2024-04-12,Chevron,CVX,Energy,147.23
2024-04-15,Chevron,CVX,Energy,145.96
2024-04-16,Chevron,CVX,Energy,144.75
2024-04-17,Chevron,CVX,Energy,144.86
2024-04-18,Chevron,CVX,Energy,145.94
2024-04-19,Chevron,CVX,Energy,148.2
2024-04-22,Chevron,CVX,Energy,149.97
2024-04-23,Chevron,CVX,Energy,150.84
2024-04-24,Chevron,CVX,Energy,151.5
2024-04-25,Chevron,CVX,Energy,153.09
2024-04-26,Chevron,CVX,Energy,153.65
2024-04-29,Chevron,CVX,Energy,154.06
2024-04-30,Chevron,CVX,Energy,149.37
2024-05-01,Chevron,CVX,Energy,147.85
2024-05-02,Chevron,CVX,Energy,148.87
2024-05-03,Chevron,CVX,Energy,148.43
2024-05-06,Chevron,CVX,Energy,150.33
2024-05-07,Chevron,CVX,Energy,150.67
2024-05-08,Chevron,CVX,Energy,150.55
2024-05-09,Chevron,CVX,Energy,153.24
2024-05-10,Chevron,CVX,Energy,153.59
2024-05-13,Chevron,CVX,Energy,152.39
2024-05-14,Chevron,CVX,Energy,151.54
2024-05-15,Chevron,CVX,Energy,151.02
2024-05-16,Chevron,CVX,Energy,150.71
2024-05-17,Chevron,CVX,Energy,152.19
2024-05-20,Chevron,CVX,Energy,150.76
2024-05-21,Chevron,CVX,Energy,149.66
2024-05-22,Chevron,CVX,Energy,147.42
2024-05-23,Chevron,CVX,Energy,146.83
2024-05-24,Chevron,CVX,Energy,147.59
2024-05-28,Chevron,CVX,Energy,148.79
2024-05-29,Chevron,CVX,Energy,146.79
2024-05-30,Chevron,CVX,Energy,148.06
2024-05-31,Chevron,CVX,Energy,151.84
2024-06-03,Chevron,CVX,Energy,147.32
2024-06-04,Chevron,CVX,Energy,146.07
2024-06-05,Chevron,CVX,Energy,145.0
2024-06-06,Chevron,CVX,Energy,145.88
2024-06-07,Chevron,CVX,Energy,146.02
2024-06-10,Chevron,CVX,Energy,146.64
2024-06-11,Chevron,CVX,Energy,146.41
2024-06-12,Chevron,CVX,Energy,144.28
2024-06-13,Chevron,CVX,Energy,142.99
2024-06-14,Chevron,CVX,Energy,142.74
2024-06-17,Chevron,CVX,Energy,143.32
2024-06-18,Chevron,CVX,Energy,143.45
2024-06-20,Chevron,CVX,Energy,146.55
2024-06-21,Chevron,CVX,Energy,145.28
2024-06-24,Chevron,CVX,Energy,149.05
2024-06-25,Chevron,CVX,Energy,148.25
2024-06-26,Chevron,CVX,Energy,145.9
2024-06-27,Chevron,CVX,Energy,146.25
2024-06-28,Chevron,CVX,Energy,146.34
2024-07-01,Chevron,CVX,Energy,146.44
2024-07-02,Chevron,CVX,Energy,146.65
2024-07-03,Chevron,CVX,Energy,146.61
2024-07-05,Chevron,CVX,Energy,144.37
2024-07-08,Chevron,CVX,Energy,144.39
2024-07-09,Chevron,CVX,Energy,143.12
2024-07-10,Chevron,CVX,Energy,145.14
2024-07-11,Chevron,CVX,Energy,145.26
2024-07-12,Chevron,CVX,Energy,145.57
2024-07-15,Chevron,CVX,Energy,147.86
2024-07-16,Chevron,CVX,Energy,147.61
2024-07-17,Chevron,CVX,Energy,150.84
2024-07-18,Chevron,CVX,Energy,151.54
2024-07-19,Chevron,CVX,Energy,148.9
2024-07-22,Chevron,CVX,Energy,146.88
2024-07-23,Chevron,CVX,Energy,144.16
2024-07-24,Chevron,CVX,Energy,145.08
2024-07-25,Chevron,CVX,Energy,147.39
2024-07-26,Chevron,CVX,Energy,147.67
2024-07-29,Chevron,CVX,Energy,146.51
2024-07-30,Chevron,CVX,Energy,149.29
2024-07-31,Chevron,CVX,Energy,150.13
2024-08-01,Chevron,CVX,Energy,142.79
2024-08-02,Chevron,CVX,Energy,138.98
2024-08-05,Chevron,CVX,Energy,135.34
2024-08-06,Chevron,CVX,Energy,134.0
2024-08-07,Chevron,CVX,Energy,133.24
2024-08-08,Chevron,CVX,Energy,135.18
2024-08-09,Chevron,CVX,Energy,135.65
2024-08-12,Chevron,CVX,Energy,135.68
2024-08-13,Chevron,CVX,Energy,134.86
2024-08-14,Chevron,CVX,Energy,135.35
2024-08-15,Chevron,CVX,Energy,137.34
2024-08-16,Chevron,CVX,Energy,137.78
2024-08-19,Chevron,CVX,Energy,138.91
2024-08-20,Chevron,CVX,Energy,136.88
2024-08-21,Chevron,CVX,Energy,137.48
2024-08-22,Chevron,CVX,Energy,137.87
2024-08-23,Chevron,CVX,Energy,139.66
2024-08-26,Chevron,CVX,Energy,140.49
2024-08-27,Chevron,CVX,Energy,139.02
2024-08-28,Chevron,CVX,Energy,138.12
2024-08-29,Chevron,CVX,Energy,139.47
2024-08-30,Chevron,CVX,Energy,139.97
2024-09-03,Chevron,CVX,Energy,136.86
2024-09-04,Chevron,CVX,Energy,134.4
2024-09-05,Chevron,CVX,Energy,133.33
2024-09-06,Chevron,CVX,Energy,131.08
2024-09-09,Chevron,CVX,Energy,132.73
2024-09-10,Chevron,CVX,Energy,130.77
2024-09-11,Chevron,CVX,Energy,130.44
2024-09-12,Chevron,CVX,Energy,131.7
2024-09-13,Chevron,CVX,Energy,133.02
2024-09-16,Chevron,CVX,Energy,134.42
2024-09-17,Chevron,CVX,Energy,135.67
2024-09-18,Chevron,CVX,Energy,136.19
2024-09-19,Chevron,CVX,Energy,137.17
2024-09-20,Chevron,CVX,Energy,137.82
2024-09-23,Chevron,CVX,Energy,139.58
2024-09-24,Chevron,CVX,Energy,139.49
2024-09-25,Chevron,CVX,Energy,136.2
2024-09-26,Chevron,CVX,Energy,134.33
2024-09-27,Chevron,CVX,Energy,137.64
2024-09-30,Chevron,CVX,Energy,139.32
2024-10-01,Chevron,CVX,Energy,141.62
2024-10-02,Chevron,CVX,Energy,142.81
2024-10-03,Chevron,CVX,Energy,143.09
2024-10-04,Chevron,CVX,Energy,142.61
2024-10-07,Chevron,CVX,Energy,142.97
2024-10-08,Chevron,CVX,Energy,140.72
2024-10-09,Chevron,CVX,Energy,141.58
2024-10-10,Chevron,CVX,Energy,142.49
2024-10-11,Chevron,CVX,Energy,143.25
2024-10-14,Chevron,CVX,Energy,143.59
2024-10-15,Chevron,CVX,Energy,139.76
2024-10-16,Chevron,CVX,Energy,140.71
2024-10-17,Chevron,CVX,Energy,143.04
2024-10-18,Chevron,CVX,Energy,142.62
2024-10-21,Chevron,CVX,Energy,142.74
2024-10-22,Chevron,CVX,Energy,142.78
2024-10-23,Chevron,CVX,Energy,142.36
2024-10-24,Chevron,CVX,Energy,142.33
2024-10-25,Chevron,CVX,Energy,142.67
2024-10-28,Chevron,CVX,Energy,142.42
2024-10-29,Chevron,CVX,Energy,140.51
2024-10-30,Chevron,CVX,Energy,140.06
2024-10-31,Chevron,CVX,Energy,140.79
2024-11-01,Chevron,CVX,Energy,144.81
2024-11-04,Chevron,CVX,Energy,145.66
2024-11-05,Chevron,CVX,Energy,145.13
2024-11-06,Chevron,CVX,Energy,149.21
2024-11-07,Chevron,CVX,Energy,148.31
2024-11-08,Chevron,CVX,Energy,148.46
2024-11-11,Chevron,CVX,Energy,148.06
2024-11-12,Chevron,CVX,Energy,146.91
2024-11-13,Chevron,CVX,Energy,150.16
2024-11-14,Chevron,CVX,Energy,153.07
2024-11-15,Chevron,CVX,Energy,152.71
2024-11-18,Chevron,CVX,Energy,153.64
2024-11-19,Chevron,CVX,Energy,152.53
2024-11-20,Chevron,CVX,Energy,154.18
2024-11-21,Chevron,CVX,Energy,154.47
2024-11-22,Chevron,CVX,Energy,155.17
2024-11-25,Chevron,CVX,Energy,153.26
2024-11-26,Chevron,CVX,Energy,155.33
2024-11-27,Chevron,CVX,Energy,154.93
2024-11-29,Chevron,CVX,Energy,154.76
2024-12-02,Chevron,CVX,Energy,155.02
2024-12-03,Chevron,CVX,Energy,154.75
2024-12-04,Chevron,CVX,Energy,151.31
2024-12-05,Chevron,CVX,Energy,152.27
2024-12-06,Chevron,CVX,Energy,148.36
2024-12-09,Chevron,CVX,Energy,150.12
2024-12-10,Chevron,CVX,Energy,150.04
2024-12-11,Chevron,CVX,Energy,149.29
2024-12-12,Chevron,CVX,Energy,147.86
2024-12-13,Chevron,CVX,Energy,147.05
2024-12-16,Chevron,CVX,Energy,142.74
2024-12-17,Chevron,CVX,Energy,141.55
2024-12-18,Chevron,CVX,Energy,137.7
2024-12-19,Chevron,CVX,Energy,134.9
2024-12-20,Chevron,CVX,Energy,136.52
2024-12-23,Chevron,CVX,Energy,136.64
2024-12-24,Chevron,CVX,Energy,137.47
2024-12-26,Chevron,CVX,Energy,137.6
2024-12-27,Chevron,CVX,Energy,137.62
2024-12-30,Chevron,CVX,Energy,136.73
2024-12-31,Chevron,CVX,Energy,138.42
2025-01-02,Chevron,CVX,Energy,140.21
2025-01-03,Chevron,CVX,Energy,141.3
2025-01-06,Chevron,CVX,Energy,140.74
2025-01-07,Chevron,CVX,Energy,142.96
2025-01-08,Chevron,CVX,Energy,143.64
2025-01-10,Chevron,CVX,Energy,146.36
2025-01-13,Chevron,CVX,Energy,148.47
2025-01-14,Chevron,CVX,Energy,149.95
2025-01-15,Chevron,CVX,Energy,151.32
2025-01-16,Chevron,CVX,Energy,152.32
2025-01-17,Chevron,CVX,Energy,154.32
2025-01-21,Chevron,CVX,Energy,151.23
2025-01-22,Chevron,CVX,Energy,149.48
2025-01-23,Chevron,CVX,Energy,149.1
2025-01-24,Chevron,CVX,Energy,148.75
2025-01-27,Chevron,CVX,Energy,150.26
2025-01-28,Chevron,CVX,Energy,149.29
2025-01-29,Chevron,CVX,Energy,148.79
2025-01-30,Chevron,CVX,Energy,149.39
2025-01-31,Chevron,CVX,Energy,142.58
2025-02-03,Chevron,CVX,Energy,142.72
